5803542,Reservoir,STUCKEY STORAGE RES,Soda Creek,6,58,ROUTT,S,7.0 N,84.0 W,26,NW,SW,,,,,,349113,4488692,9/19/1905,9/18/1905,5/12/1903,20349.19489,0,,"09/19/1905, 90CW0049",0125689PQW,27.54,0,0,0,A,"USE Q - OTHER BENEFICIAL USES, EXCEPT IRRIGATION, CHANGE IN USE","(40.535246, -106.781604)"
5803544,Reservoir,TRULL CR RES,Trull Creek,6,58,ROUTT,S,7.0 N,86.0 W,24,SE,SW,,,,,,332451,4490016,9/19/1905,9/18/1905,06/18/1889,20349.14414,0,80,9/19/1905,1,149.3,0,0,0,A,,"(40.543967, -106.978587)"
5803545,Reservoir,BEAR LAKE,Bear River,6,58,GARFIELD,S,1.0 N,86.0 W,20,NW,NW,,,,,,323192,4434726,3/30/1964,6/22/1957,1/5/1961,40547,0,48,CA3538,56,620,0,0,0,A,,"(40.044246, -107.072588)"
5803546,Reservoir,WHEELER RES,Wheeler Creek,6,58,ROUTT,S,2.0 N,85.0 W,12,SE,SW,,,,,,340649,4446406,3/9/1953,9/14/1946,6/1/1931,35320.29736,0,376 A,CA2613,6,37,0,0,0,A,,"(40.152901, -106.870941)"
5803547,Reservoir,WHITELEY NELSON RES,Whipple Creek,6,58,ROUTT,S,3.0 N,85.0 W,26,SW,NE,,,,,,338782,4451789,2/14/1940,11/25/1939,4/14/1911,32835.22383,0,209 AA,"CA2323, W0445",1,428.58,0,0,0,A,,"(40.201017, -106.894198)"
5803548,Reservoir,WILEY RESERVOIR,Cow Creek,6,58,ROUTT,S,5.0 N,85.0 W,2,NW,SW,,,,,,338920,4476206,6/16/1913,6/12/1913,9/1/1910,23173.22158,0,1921,CA0820,1,2.61,0,0,0,A,,"(40.420903, -106.898727)"
5803549,Reservoir,RAWLINS POND 1,Farnsworth Creek,6,58,ROUTT,S,7.0 N,86.0 W,35,NE,SE,,40,E,1500,N,331240.2,4487896,12/31/1977,12/31/1976,5/31/1901,46386.18778,0,,W1158-77,1,0.25,0,0,0,A,,"(40.524634, -106.992311)"
5803551,Reservoir,DEER PARK POND 3,Willey Creek,6,58,ROUTT,S,5.0 N,85.0 W,23,NE,SW,,,,,,339472,4471651,9/14/1946,6/29/1942,2/16/1944,34379,0,355,"88CW0073, W0777",18,11,0,0,0,A,"TF ROLLAND REID RES, TF ROLLAND REID RES","(40.379996, -106.891075)"
5803552,Reservoir,MILLARD POND NO 1,Deep Creek,6,58,ROUTT,S,8.0 N,86.0 W,31,SW,NW,,690,W,2110,S,323572.7,4497231.5,12/31/1988,12/31/1987,8/31/1984,50403.49186,0,,88CW0205,5689,2,0,0,0,A,,"(40.607085, -107.085383)"
5803553,Reservoir,SMITH RANCHO RES 54,Deep Creek,6,58,ROUTT,S,8.0 N,87.0 W,13,SE,NW,,1300,E,1800,S,323077,4501841,12/31/1983,12/31/1982,8/15/1955,48577.38577,0,,83CW0161,9,5,0,0,0,A,,"(40.648478, -107.092534)"
5803554,Reservoir,SMITH RANCHO RES 55,Deep Creek,6,58,ROUTT,S,8.0 N,87.0 W,13,SE,SW,,1500,E,1200,S,323011.8,4501659.5,12/31/1983,12/31/1982,9/1/1955,48577.38594,0,,83CW0161,9,5,0,0,0,A,,"(40.64683, -107.093254)"
5803555,Reservoir,SMITH RANCHO RES 56,Turner Creek,6,58,ROUTT,S,8.0 N,86.0 W,32,SW,SW,,,,,,325244,4496610,12/31/1983,12/31/1982,9/15/1955,48577.38608,0,,"07CW0086, 83CW0161",9,10,0,0,0,A,,"(40.601845, -107.065468)"
5803555,Reservoir,SMITH RANCHO RES 56,Turner Creek,6,58,ROUTT,S,8.0 N,86.0 W,32,SW,SW,,,,,,325244,4496610,12/31/2007,12/31/2006,9/10/1962,57343.4116,0,,"07CW0086, 83CW0161",569W,15.8,0,0,0,A,,"(40.601845, -107.065468)"
5803556,Reservoir,SMITH RANCHO RES 57,Chimney Creek,6,58,ROUTT,S,7.0 N,86.0 W,6,SE,NE,,,,,,324611,4495678,12/31/1983,12/31/1982,6/15/1956,48577.38882,0,,83CW0161,9,10,0,0,0,A,,"(40.59332, -107.072686)"
5803557,Reservoir,BROLLIER RESERVOIR,Oak Creek,6,58,ROUTT,S,5.0 N,85.0 W,26,SW,SE,,2500,W,150,S,339362.3,4468885.5,12/31/1986,12/31/1985,6/1/1969,49673.43616,0,,86CW0170,9,2,0,0,0,A,,"(40.355073, -106.89167)"
5803558,Reservoir,BROOKSHIRE RES 1,Big Creek,6,58,ROUTT,S,8.0 N,85.0 W,22,NE,SE,,700,E,1500,N,339139.7,4500709.5,12/31/1985,12/31/1984,8/1/1957,49308.39294,0,,85CW0123,9,3,0,0,0,A,,"(40.641576, -106.90237)"
5803559,Reservoir,BROOKSHIRE RES 2,Goose Creek,6,58,ROUTT,S,8.0 N,85.0 W,22,SE,SW,,1850,E,600,S,338747.5,4499753,12/31/1985,12/31/1984,8/1/1957,49308.39294,0,,85CW0123,9,3,0,0,0,A,,"(40.632887, -106.90676)"
5803560,Reservoir,MAPHIS POND,Mill Creek,6,58,ROUTT,S,10.0 N,86.0 W,35,NE,SW,,,,,,331123,4516790,12/31/1985,12/31/1984,10/19/1985,49600,0,,"85CW0167, 95CW0082",15689,12,8,0,0,A,"DILIGENCE 90CW71,95CW82, 02CW05, 08CW0079 -COND DOMESTIC USE REMAINS IN FULL FORCE","(40.784751, -107.001456)"
5803561,Reservoir,CHARLIES POND,Yampa River,6,58,ROUTT,S,8.0 N,85.0 W,20,SW,SE,,,,,,335047,4499965,12/31/1985,12/31/1984,6/15/1985,49474,0,,"85CW0178, 91CW0117",5679,4,0,0,0,A,"FILLS 1 CFS THRU GRAHAM & BENNETT & 1 CFS THRU MIKES D, AP FOR GRAHAM BENNETT D FOR STORAGE IN CHARLIE'S POND","(40.634065, -106.950549)"
5803561,Reservoir,CHARLIES POND,Yampa River,6,58,ROUTT,S,8.0 N,85.0 W,20,SW,SE,,,,,,335047,4499965,12/31/1985,12/31/1984,6/15/1985,49474,0,,"85CW0178, 91CW0117",5679,0,0,1,0,C,"FILLS 1 CFS THRU GRAHAM & BENNETT & 1 CFS THRU MIKES D, AP FOR GRAHAM BENNETT D FOR STORAGE IN CHARLIE'S POND","(40.634065, -106.950549)"
5803562,Reservoir,KOELMEL POND,Mill Creek,6,58,ROUTT,S,10.0 N,86.0 W,26,SE,NW,,3450,W,1550,S,331275.1,4517876,12/31/1986,12/31/1985,8/12/1986,49897,0,,86CW0111,7,2.5,0,0,0,A,,"(40.79456, -106.999948)"
5803563,Reservoir,NO NAME RESERVOIR,Yampa River,6,58,ROUTT,S,3.0 N,85.0 W,17,SW,NE,,2200,W,2100,S,333806.5,4455066,12/31/1989,12/31/1988,6/1/1985,50769.4946,0,,"86CW0112, 89CW0070, 91CW0037",9,1.5,0,0,0,A,DAN CRAIG OWNER,"(40.229553, -106.953472)"
5803564,Reservoir,OVERMAN RESERVOIR,Yampa River,6,58,ROUTT,S,4.0 N,85.0 W,26,SE,NW,,,,,,339515,4461377,12/31/1985,12/31/1984,8/6/1906,49308.20671,0,,85CW0111,1569,50.41,0,0,0,A,,"(40.287493, -106.887988)"
5803565,Reservoir,JACKSON RESERVOIR,Middle Creek,6,58,ROUTT,S,3.0 N,85.0 W,12,SE,SW,,,,,,341001,4456092,12/31/1985,12/31/1984,10/5/1903,49308.19635,0,,85CW0111,569,5,0,0,0,A,,"(40.240188, -106.869204)"
